timestep,axis1,axis2,axis3,hr
0,38,1,95,68.0
1,15,11,36,67.0
2,21,17,63,67.0
3,39,0,48,67.0
4,28,0,22,67.0
5,39,0,22,67.0
6,19,1,18,67.0
7,33,12,33,67.0
8,16,88,91,67.0
9,35,66,141,66.0
10,4,1,9,66.0
11,0,0,54,65.0
12,0,0,10,65.0
13,0,2,39,65.0
14,14,28,84,65.0
15,144,53,47,65.0
16,57,30,27,66.0
17,13,38,0,67.0
18,39,4,7,68.0
19,127,26,92,68.0
20,85,0,190,68.0
21,57,27,102,68.0
22,30,15,45,68.0
23,19,0,81,68.0
24,11,0,52,68.0
25,26,56,15,64.0
26,10,19,45,64.0
27,15,68,121,65.0
28,91,86,87,65.0
29,46,234,270,65.0
30,33,58,84,65.0
31,249,62,111,65.0
32,103,178,81,65.0
33,124,185,81,64.0
34,38,119,28,64.0
35,1,32,9,65.0
36,72,204,184,66.0
37,4,78,70,66.0
38,0,13,85,66.0
39,18,17,97,66.0
40,11,0,39,66.0
41,0,9,32,65.0
42,1,0,73,65.0
43,0,0,4,67.0
44,0,0,0,68.0
45,0,0,0,70.0
46,12,81,112,72.0
47,63,51,42,72.0
48,24,41,65,71.0
49,130,108,41,70.0
50,101,136,47,69.0
51,38,30,72,66.0
52,113,306,90,65.0
53,87,171,70,66.0
54,106,303,117,66.0
55,26,68,80,65.0
56,98,90,229,65.0
57,153,117,130,64.0
58,236,47,148,64.0
59,53,66,147,64.0
60,231,125,115,65.0
61,265,247,122,65.0
62,182,197,214,66.0
63,126,157,118,66.0
64,96,167,82,66.0
65,19,129,50,66.0
66,108,161,74,66.0
67,13,123,138,66.0
68,10,83,73,67.0
69,19,31,46,67.0
70,98,75,134,67.0
71,15,46,36,68.0
72,36,30,26,69.0
73,168,182,167,71.0
74,45,236,134,73.0
75,36,0,0,74.0
76,49,78,104,76.0
77,153,33,76,76.0
78,96,0,97,75.0
79,180,40,50,74.0
80,111,131,59,73.0
81,105,120,93,72.0
82,118,99,142,71.0
83,34,49,62,70.0
84,33,32,24,69.0
85,55,10,0,68.0
86,96,8,148,68.0
87,15,24,205,68.0
88,18,17,103,68.0
89,65,6,132,69.0
90,115,0,122,69.0
91,53,0,86,69.0
92,13,0,24,70.0
93,19,0,0,70.0
94,0,0,0,70.0
95,0,0,0,70.0
96,0,0,0,70.0
97,13,0,0,72.0
98,59,0,6,73.0
99,13,0,0,74.0
100,4,0,0,74.0
101,9,0,0,73.0
102,8,0,0,66.0
103,2,0,0,66.0
104,0,0,0,65.0
105,11,0,0,65.0
106,16,0,0,66.0
107,0,3,0,67.0
108,42,81,16,68.0
109,82,94,260,68.0
110,122,59,202,68.0
111,22,7,225,68.0
112,9,0,166,67.0
113,0,34,27,67.0
114,71,92,67,67.0
115,139,103,217,68.0
116,73,160,92,70.0
117,122,161,75,71.0
118,132,65,138,71.0
119,9,36,43,70.0
120,47,61,74,69.0
121,144,176,44,69.0
122,139,108,20,68.0
123,109,182,68,68.0
124,1,43,53,69.0
125,59,38,44,70.0
126,0,0,0,70.0
127,4,0,4,70.0
128,88,19,19,70.0
129,169,53,16,69.0
130,81,10,7,69.0
131,0,0,0,68.0
132,0,0,0,68.0
133,0,0,0,68.0
134,0,0,0,69.0
135,0,0,0,70.0
136,0,0,0,70.0
137,0,0,0,70.0
138,0,0,0,70.0
139,0,0,0,71.0
140,0,0,0,71.0
141,0,0,0,70.0
142,0,0,0,70.0
143,0,0,0,69.0
144,0,0,0,68.0
145,0,0,0,67.0
146,0,0,0,67.0
147,0,0,0,66.0
148,0,0,0,66.0
149,0,0,0,66.0
150,0,0,0,67.0
151,0,0,0,69.0
152,0,0,0,68.0
153,0,0,0,67.0
154,0,0,0,67.0
155,0,0,0,68.0
156,0,0,0,68.0
157,0,0,0,68.0
158,0,0,0,68.0
159,0,0,0,68.0
160,0,0,0,71.0
161,0,0,0,72.0
162,0,0,0,72.0
163,0,0,0,74.0
164,0,0,0,75.0
165,0,0,0,77.0
166,0,0,0,79.0
167,0,0,0,82.0
168,0,0,0,83.0
169,0,0,0,87.0
170,0,0,0,88.0
171,0,0,0,91.0
172,0,0,0,92.0
173,0,0,0,92.0
174,0,0,0,93.0
175,0,0,0,92.0
176,0,0,0,92.0
177,0,0,0,90.0
178,0,0,0,89.0
179,0,0,0,86.0
180,0,0,0,81.0
181,0,0,0,83.0
182,0,0,0,84.0
183,0,0,0,84.0
184,0,0,0,87.0
185,0,0,0,87.0
186,0,0,0,88.0
187,0,0,0,88.0
188,0,0,0,88.0
189,0,0,0,88.0
190,0,0,0,88.0
191,0,0,0,88.0
192,0,0,0,86.0
193,0,0,0,86.0
194,0,0,0,87.0
195,0,0,0,87.0
196,0,0,0,87.0
197,0,0,0,87.0
198,0,0,0,86.0
199,0,0,0,85.0
200,0,0,0,85.0
201,0,0,0,85.0
202,0,0,0,85.0
203,0,0,0,86.0
204,0,0,0,87.0
205,0,0,0,88.0
206,0,0,0,87.0
207,0,0,0,88.0
208,0,0,0,87.0
209,0,0,0,86.0
210,0,0,0,85.0
211,7,0,5,89.0
212,81,0,68,88.0
213,15,0,9,88.0
214,0,0,0,88.0
215,0,0,0,89.0
216,52,0,0,88.0
217,31,0,0,89.0
218,34,0,0,90.0
219,41,0,36,91.0
220,66,0,120,91.0
221,63,0,80,91.0
222,19,0,4,91.0
223,0,0,0,90.0
224,0,0,0,89.0
225,0,0,0,88.0
226,0,0,0,87.0
227,0,0,0,87.0
228,0,0,0,87.0
229,5,0,0,88.0
230,0,0,0,89.0
231,0,0,0,89.0
232,0,0,0,90.0
233,0,0,0,90.0
234,0,0,0,92.0
235,0,0,0,94.0
236,39,21,20,94.0
237,46,30,27,94.0
238,0,0,0,94.0
239,0,0,0,95.0
240,0,0,0,95.0
241,0,0,0,95.0
242,0,0,0,94.0
243,0,0,0,94.0
244,0,0,0,93.0
245,0,0,0,92.0
246,0,0,0,92.0
247,0,0,0,92.0
248,0,0,0,92.0
249,0,0,0,90.0
250,0,0,0,89.0
251,0,0,0,88.0
252,0,0,0,88.0
253,0,0,0,88.0
254,0,0,0,87.0
255,0,0,0,88.0
256,0,0,0,89.0
257,0,0,0,89.0
258,0,0,0,89.0
259,0,0,0,88.0
260,78,84,104,88.0
261,20,57,43,88.0
262,0,54,51,87.0
263,0,6,21,87.0
264,0,0,0,87.0
265,0,0,0,86.0
266,0,0,0,87.0
267,0,0,0,87.0
268,0,0,0,87.0
269,0,0,0,88.0
270,0,0,0,88.0
271,0,0,0,87.0
272,0,0,0,87.0
273,0,0,0,87.0
274,0,0,0,87.0
275,0,0,0,87.0
276,0,0,0,87.0
277,0,0,0,88.0
278,0,0,0,88.0
279,0,0,0,87.0
280,0,0,0,87.0
281,0,0,0,87.0
282,0,0,0,86.0
283,0,0,4,86.0
284,0,0,0,86.0
285,0,0,0,86.0
286,0,0,0,86.0
287,0,0,0,87.0
288,0,0,0,87.0
289,0,0,0,87.0
290,0,0,0,86.0
291,0,0,0,85.0
292,0,0,0,86.0
293,0,0,0,86.0
294,5,0,0,87.0
295,0,0,0,87.0
296,0,0,0,86.0
297,0,0,0,87.0
298,21,0,16,87.0
299,0,0,0,87.0
300,0,0,0,88.0
301,0,0,0,89.0
302,0,0,0,88.0
303,3,0,0,89.0
304,0,0,0,89.0
305,0,0,0,89.0
306,0,0,0,88.0
307,0,0,0,89.0
308,0,0,0,89.0
309,0,0,0,88.0
310,0,0,0,88.0
311,0,0,0,88.0
312,0,0,0,89.0
313,0,0,0,88.0
314,0,0,0,88.0
315,0,0,0,88.0
316,0,0,0,88.0
317,11,0,0,88.0
318,14,0,0,88.0
319,0,0,0,91.0
320,0,0,0,90.0
321,0,0,0,90.0
322,0,0,0,89.0
323,0,0,0,89.0
324,0,0,0,89.0
325,0,0,0,89.0
326,0,0,0,90.0
327,0,0,0,89.0
328,25,0,12,90.0
329,40,0,90,90.0
330,0,0,32,89.0
331,0,0,0,88.0
332,0,0,0,88.0
333,0,0,0,88.0
334,0,0,0,89.0
335,0,0,0,89.0
336,0,0,0,89.0
337,0,0,0,89.0
338,0,0,0,88.0
339,0,0,0,88.0
340,0,0,0,88.0
341,0,0,0,88.0
342,0,0,0,88.0
343,0,0,0,87.0
344,0,0,0,88.0
345,0,0,0,88.0
346,0,0,0,88.0
347,0,0,0,89.0
348,0,0,0,89.0
349,0,0,0,89.0
350,0,0,0,87.0
351,0,0,0,87.0
352,0,0,0,86.0
353,0,0,0,86.0
354,0,0,0,87.0
355,0,0,0,87.0
356,0,0,0,87.0
357,0,0,0,87.0
358,0,0,0,88.0
359,0,0,0,88.0
360,0,0,0,87.0
361,0,0,0,87.0
362,0,0,0,87.0
363,54,73,90,87.0
364,5,46,39,88.0
365,0,17,41,89.0
366,1,18,1,90.0
367,168,87,29,90.0
368,28,25,0,90.0
369,41,16,0,91.0
370,0,0,0,91.0
371,0,0,0,91.0
372,0,0,0,91.0
