timestep,axis1,axis2,axis3,hr
0,95,124,31,126.0
1,49,40,16,109.0
2,44,27,20,106.0
3,8,2,11,101.0
4,16,29,16,99.0
5,18,55,32,97.0
6,43,24,40,96.0
7,129,131,99,95.0
8,180,140,123,100.0
9,40,160,149,106.0
10,53,66,198,106.0
11,71,110,107,106.0
12,41,48,130,106.0
13,93,200,35,106.0
14,73,139,34,106.0
15,16,2,5,106.0
16,12,9,4,99.0
17,0,0,0,82.0
18,0,0,0,81.0
19,0,0,0,80.0
20,0,0,0,79.0
21,0,0,0,78.0
22,0,0,0,77.0
23,0,0,0,77.0
24,0,0,0,78.0
25,0,7,0,77.0
26,0,0,0,76.0
27,19,41,0,75.0
28,15,11,0,74.0
29,0,10,0,73.0
30,0,4,0,73.0
31,0,0,0,73.0
32,124,9,111,72.0
33,63,0,69,72.0
34,58,0,67,72.0
35,82,0,40,72.0
36,37,0,30,73.0
37,0,0,18,72.0
38,35,12,13,72.0
39,0,0,0,71.0
40,0,0,0,72.0
41,0,0,0,72.0
42,0,0,0,73.0
43,0,0,0,72.0
44,0,0,0,69.0
45,0,0,0,69.0
46,0,0,0,68.0
47,0,0,0,67.0
48,0,0,0,67.0
49,0,0,0,66.0
50,0,0,0,66.0
51,0,0,0,65.0
52,0,0,0,64.0
53,0,0,0,63.0
54,0,0,0,63.0
55,70,90,92,63.0
56,3,39,68,63.0
57,20,62,59,63.0
58,41,166,69,63.0
59,1,105,10,63.0
60,101,135,138,63.0
61,22,5,47,64.0
62,16,0,32,65.0
63,0,0,6,66.0
64,0,0,0,68.0
65,0,0,0,70.0
66,0,0,0,71.0
67,0,0,0,71.0
68,0,0,0,71.0
69,0,0,0,70.0
70,0,0,0,69.0
71,130,227,14,65.0
72,38,72,50,65.0
73,0,68,0,64.0
74,0,10,0,63.0
75,0,0,0,64.0
76,0,0,0,63.0
77,0,0,0,63.0
78,0,0,0,62.0
79,0,0,0,61.0
80,0,0,0,61.0
81,0,0,0,61.0
82,0,0,0,62.0
83,0,0,0,64.0
84,0,0,0,63.0
85,0,0,0,61.0
86,0,0,0,61.0
87,0,0,0,60.0
88,0,0,0,60.0
89,0,0,0,59.0
90,0,0,0,58.0
91,0,0,0,59.0
92,0,0,0,59.0
93,0,0,0,58.0
94,0,0,0,59.0
95,0,0,0,59.0
96,0,0,0,58.0
97,0,0,0,58.0
98,0,0,0,58.0
99,0,0,0,57.0
100,0,0,0,57.0
101,0,0,0,56.0
102,0,0,0,56.0
103,0,0,0,56.0
104,0,0,0,56.0
105,0,0,0,56.0
106,0,0,0,55.0
107,0,0,0,55.0
108,0,0,0,55.0
109,0,0,0,55.0
110,0,0,0,55.0
111,0,0,0,54.0
112,0,0,0,55.0
113,0,0,0,55.0
114,0,0,0,54.0
115,0,0,0,55.0
116,0,0,0,54.0
117,0,0,0,54.0
118,0,0,0,54.0
119,0,0,0,54.0
120,0,0,0,54.0
121,0,0,0,55.0
122,0,0,0,55.0
123,0,0,0,55.0
124,0,0,0,56.0
125,0,0,0,56.0
126,0,0,0,55.0
127,0,0,0,54.0
128,0,0,0,54.0
129,0,0,0,54.0
130,0,0,0,54.0
131,0,0,0,54.0
132,0,0,0,54.0
133,0,0,0,54.0
134,0,0,0,54.0
135,0,0,0,53.0
136,0,0,0,53.0
137,0,0,0,53.0
138,0,0,0,53.0
139,0,0,0,53.0
140,0,0,0,53.0
141,0,0,0,53.0
142,0,0,0,53.0
143,0,0,0,53.0
144,0,0,0,53.0
145,0,0,0,53.0
146,0,0,0,52.0
147,0,0,0,53.0
148,0,0,0,53.0
149,0,0,0,52.0
150,0,0,0,52.0
151,0,0,0,53.0
152,0,0,0,53.0
153,0,0,0,54.0
154,3,23,1,55.0
155,158,51,87,58.0
156,104,38,54,58.0
157,74,13,56,58.0
158,0,0,1,58.0
159,0,0,0,58.0
160,0,0,0,58.0
161,0,0,0,58.0
162,0,0,0,57.0
163,0,0,0,60.0
164,0,0,0,60.0
165,0,0,0,60.0
166,0,0,0,59.0
167,0,0,0,59.0
168,0,0,0,60.0
169,0,0,0,59.0
170,0,0,0,59.0
171,0,0,0,59.0
172,0,0,0,59.0
173,0,0,0,58.0
174,0,0,0,58.0
175,0,0,0,58.0
176,0,0,0,58.0
177,30,0,41,58.0
178,0,0,0,58.0
179,0,0,0,57.0
180,0,0,0,57.0
181,0,0,0,58.0
182,15,8,1,58.0
183,0,0,0,57.0
184,0,0,0,57.0
185,0,0,0,58.0
186,0,0,0,60.0
187,4,7,21,60.0
188,8,32,94,60.0
189,0,0,56,60.0
190,0,0,0,59.0
191,0,0,0,58.0
192,0,0,0,57.0
193,0,0,0,56.0
194,0,0,0,57.0
195,0,0,0,58.0
196,0,0,0,58.0
197,0,0,0,58.0
198,0,0,0,57.0
199,0,0,0,58.0
200,0,0,0,59.0
201,0,0,0,58.0
202,0,0,0,57.0
203,0,0,0,58.0
204,0,0,0,57.0
205,0,0,0,57.0
206,0,0,0,55.0
207,0,0,0,54.0
208,0,0,0,54.0
209,0,0,0,54.0
210,0,0,0,54.0
211,0,0,0,54.0
212,0,0,0,54.0
213,0,0,0,54.0
214,0,0,0,54.0
215,0,0,0,54.0
216,0,0,0,54.0
217,0,0,0,54.0
218,0,0,0,54.0
219,0,0,0,54.0
220,0,0,0,53.0
221,0,0,0,54.0
222,0,0,0,53.0
223,0,0,0,54.0
224,0,0,0,55.0
225,0,0,0,55.0
226,0,0,0,54.0
227,0,0,0,55.0
228,0,0,0,55.0
229,0,0,0,55.0
230,0,0,0,55.0
231,0,0,0,55.0
232,0,0,0,54.0
233,0,0,0,56.0
234,0,0,0,55.0
235,0,0,0,55.0
236,0,0,0,55.0
237,0,0,0,56.0
238,0,0,0,55.0
239,0,0,0,56.0
240,0,0,0,56.0
241,0,0,0,56.0
242,0,0,0,56.0
243,0,0,0,56.0
244,0,0,0,55.0
245,0,0,0,55.0
246,0,0,0,55.0
247,0,0,0,55.0
248,0,0,0,55.0
249,0,0,0,55.0
250,0,0,0,55.0
251,0,0,0,55.0
252,0,0,0,55.0
253,0,0,0,55.0
254,0,0,0,55.0
255,0,0,0,56.0
256,0,0,0,56.0
257,0,0,0,55.0
258,0,0,0,56.0
259,0,0,0,56.0
260,0,0,0,58.0
261,0,0,0,58.0
262,0,0,0,59.0
263,0,0,0,59.0
264,0,0,0,59.0
265,0,0,0,59.0
266,0,0,0,61.0
267,0,0,0,60.0
268,12,0,9,61.0
269,0,0,0,61.0
270,0,0,0,60.0
271,0,0,0,60.0
272,0,0,0,60.0
273,0,0,0,61.0
274,0,0,0,61.0
275,39,22,39,60.0
276,103,37,65,59.0
277,27,31,82,60.0
278,47,37,175,59.0
279,53,6,149,59.0
280,31,23,71,59.0
281,3,16,99,59.0
282,12,32,57,60.0
283,33,56,122,60.0
284,32,4,64,61.0
285,0,0,0,61.0
286,0,0,0,60.0
287,5,0,115,61.0
288,7,8,84,60.0
289,18,29,114,60.0
290,12,0,62,60.0
291,0,0,0,60.0
292,0,0,0,59.0
293,0,0,0,59.0
294,0,0,0,60.0
295,0,0,0,61.0
296,0,0,0,61.0
297,0,0,0,61.0
298,0,0,0,61.0
299,0,0,0,61.0
300,0,0,0,61.0
301,0,0,0,60.0
302,0,0,0,60.0
303,0,0,0,60.0
304,0,0,0,60.0
305,0,0,0,60.0
306,0,0,0,60.0
307,0,0,0,59.0
308,0,9,25,59.0
309,0,0,1,60.0
310,0,5,0,60.0
311,0,35,0,59.0
312,0,0,0,60.0
313,5,11,53,60.0
314,0,0,0,61.0
315,0,0,0,61.0
316,0,0,0,61.0
317,0,0,0,61.0
318,0,0,0,61.0
319,0,0,47,62.0
320,40,76,135,64.0
321,29,7,102,64.0
322,7,48,4,63.0
323,20,16,81,64.0
324,46,45,144,64.0
325,129,167,25,64.0
326,107,209,99,64.0
327,40,26,63,64.0
328,24,10,111,63.0
329,76,159,50,63.0
330,45,91,130,65.0
331,0,49,10,67.0
332,7,32,80,68.0
333,33,47,53,69.0
334,33,96,129,70.0
335,12,41,43,72.0
336,44,52,108,73.0
337,0,0,39,73.0
338,0,0,7,75.0
339,0,0,24,76.0
340,10,27,41,77.0
341,0,0,0,81.0
342,0,0,5,80.0
343,0,0,13,79.0
344,0,0,0,76.0
345,0,0,0,75.0
346,0,0,0,75.0
347,0,0,0,75.0
348,0,0,0,76.0
349,25,0,16,75.0
350,8,14,0,74.0
351,12,29,19,73.0
352,0,5,0,71.0
353,23,0,36,70.0
354,5,0,13,69.0
355,31,80,50,68.0
356,24,91,36,67.0
357,26,82,61,67.0
358,93,166,181,66.0
359,116,33,84,65.0
360,85,51,159,66.0
361,25,68,49,66.0
362,25,5,32,64.0
363,16,0,66,64.0
364,173,27,146,65.0
365,116,1,32,67.0
366,110,9,55,68.0
367,51,19,71,69.0
368,4,0,15,78.0
369,9,3,0,78.0
370,6,0,0,78.0
371,3,0,0,77.0
372,2,0,0,75.0
373,0,6,0,74.0
374,20,135,93,73.0
375,41,91,92,72.0
376,19,76,1,71.0
377,19,5,19,70.0
378,0,0,16,69.0
379,2,0,36,68.0
380,10,13,40,67.0
381,0,14,8,66.0
382,0,10,26,66.0
383,0,0,0,65.0
384,0,6,0,65.0
385,0,0,0,64.0
386,0,0,0,65.0
387,0,0,0,65.0
388,4,0,1,65.0
389,69,21,36,66.0
390,56,37,35,66.0
391,71,12,88,66.0
392,12,0,26,67.0
393,19,0,39,67.0
394,0,0,0,67.0
395,0,0,3,74.0
396,0,0,0,74.0
397,0,0,4,73.0
398,4,0,10,72.0
399,0,1,0,71.0
400,19,5,33,71.0
401,12,0,41,70.0
402,0,0,0,70.0
403,0,0,0,69.0
404,102,71,108,70.0
405,105,28,123,69.0
406,181,138,319,69.0
407,0,5,87,69.0
408,5,40,19,70.0
409,5,6,41,70.0
410,0,11,0,69.0
411,0,24,8,68.0
412,0,1,0,68.0
413,0,0,0,67.0
414,0,0,0,66.0
415,0,0,0,65.0
416,0,0,0,64.0
417,1,8,8,64.0
418,22,30,20,64.0
419,0,39,51,63.0
420,16,25,18,63.0
421,14,10,16,62.0
422,26,0,31,67.0
423,12,7,2,67.0
424,11,2,23,66.0
425,8,7,0,67.0
426,11,0,29,67.0
427,0,3,9,67.0
428,27,17,9,68.0
429,0,0,0,68.0
430,0,0,0,67.0
431,0,0,0,67.0
432,0,0,0,67.0
433,9,0,0,66.0
434,1,0,0,66.0
435,0,0,0,66.0
436,0,0,0,65.0
437,0,0,0,64.0
438,0,0,0,63.0
439,0,0,0,62.0
440,0,0,0,61.0
441,0,0,0,61.0
442,0,0,0,60.0
443,4,0,0,59.0
444,0,0,6,59.0
445,0,0,43,58.0
446,6,0,0,58.0
447,15,0,6,58.0
448,16,3,1,58.0
449,0,0,12,61.0
450,6,0,14,61.0
451,5,0,0,62.0
452,25,2,9,63.0
453,8,0,0,63.0
454,10,0,4,63.0
455,13,0,17,63.0
456,20,1,5,64.0
457,17,0,18,65.0
458,9,0,0,66.0
459,27,0,0,66.0
460,19,0,0,67.0
461,10,0,0,68.0
462,0,0,0,68.0
463,5,0,0,67.0
464,4,0,0,67.0
465,27,0,2,67.0
466,24,0,0,67.0
467,20,0,6,67.0
468,16,0,0,66.0
469,18,0,0,66.0
470,12,0,0,67.0
471,0,0,0,67.0
472,0,0,0,66.0
473,0,0,0,65.0
474,0,0,0,65.0
475,0,0,0,65.0
476,0,0,0,63.0
477,0,0,0,62.0
478,0,0,0,62.0
479,0,0,0,62.0
480,10,0,0,62.0
481,0,0,0,61.0
482,16,0,0,62.0
483,7,0,0,62.0
484,20,0,0,61.0
485,15,0,2,62.0
486,10,0,0,61.0
487,9,0,0,61.0
488,10,0,0,60.0
489,5,0,0,60.0
490,8,0,0,60.0
491,0,0,0,60.0
492,3,0,0,60.0
493,0,0,0,60.0
494,0,0,0,61.0
495,0,0,0,61.0
496,6,0,3,61.0
497,34,1,3,63.0
498,11,4,1,64.0
499,5,0,8,64.0
500,2,0,33,64.0
501,1,0,14,65.0
502,0,0,0,66.0
503,10,21,49,70.0
504,24,5,25,70.0
505,29,0,9,71.0
506,30,0,33,72.0
507,7,0,10,73.0
508,106,169,145,76.0
509,238,156,202,77.0
510,81,132,20,78.0
511,265,191,291,77.0
512,149,179,89,76.0
513,14,114,73,76.0
514,49,44,58,75.0
515,45,62,43,76.0
516,34,58,49,76.0
517,43,2,36,76.0
518,83,21,14,76.0
519,24,53,22,76.0
520,70,10,12,75.0
521,49,22,20,75.0
522,46,12,0,75.0
523,60,12,0,74.0
524,16,14,7,74.0
525,38,3,0,74.0
526,32,13,0,74.0
527,25,6,0,74.0
528,16,8,0,73.0
529,33,0,4,73.0
530,78,26,81,68.0
531,90,49,74,68.0
532,65,78,12,68.0
533,10,60,53,68.0
534,42,75,4,68.0
535,8,16,19,69.0
536,55,11,26,69.0
537,35,21,72,69.0
538,36,29,33,68.0
539,113,71,68,68.0
540,36,11,22,68.0
541,13,0,31,68.0
542,12,0,13,68.0
543,79,16,35,68.0
544,34,242,107,68.0
545,20,284,79,69.0
546,86,168,67,70.0
547,4,41,26,71.0
548,36,60,13,73.0
549,17,7,9,73.0
550,2,8,20,74.0
551,12,0,19,74.0
552,21,10,28,73.0
553,11,1,23,73.0
554,7,0,34,72.0
555,14,0,20,71.0
556,10,2,32,71.0
557,32,22,20,67.0
558,14,6,29,66.0
559,37,23,15,66.0
560,10,2,21,67.0
561,26,0,9,66.0
562,25,0,17,66.0
563,27,6,25,67.0
564,9,4,26,67.0
565,0,0,17,67.0
566,12,0,4,66.0
567,12,0,25,65.0
568,18,0,12,64.0
569,11,0,19,64.0
570,11,0,11,64.0
571,7,0,9,64.0
572,9,0,10,64.0
573,5,0,6,64.0
574,6,0,2,64.0
575,0,0,0,64.0
576,0,0,0,63.0
577,0,0,0,63.0
578,0,0,5,63.0
579,0,0,0,62.0
580,0,0,0,62.0
581,0,0,0,62.0
582,1,0,0,61.0
583,6,0,30,61.0
584,0,0,0,63.0
585,0,0,0,63.0
586,0,0,0,63.0
587,0,0,0,63.0
588,0,0,0,63.0
589,0,0,0,63.0
590,0,0,0,64.0
591,0,0,0,64.0
592,0,0,0,64.0
593,0,0,0,64.0
594,0,0,0,64.0
595,0,0,0,64.0
596,0,0,0,64.0
597,31,4,0,65.0
598,39,0,28,65.0
599,27,0,27,65.0
600,5,0,19,65.0
601,3,0,7,64.0
602,0,0,0,64.0
603,0,0,0,64.0
604,0,0,4,65.0
605,0,0,42,66.0
606,0,0,5,68.0
607,0,0,0,68.0
608,0,0,0,68.0
609,0,0,0,68.0
610,0,0,6,67.0
611,17,0,0,67.0
612,3,0,4,67.0
613,0,0,0,67.0
614,0,0,0,66.0
615,0,0,0,65.0
616,0,0,0,65.0
617,0,0,0,68.0
618,0,2,0,68.0
619,4,0,3,69.0
620,0,0,0,69.0
621,0,0,0,69.0
622,0,0,0,68.0
623,0,0,0,68.0
624,0,0,0,68.0
625,0,0,0,69.0
626,0,0,12,70.0
627,0,0,0,70.0
628,0,0,0,72.0
629,1,0,0,74.0
630,0,0,0,77.0
631,0,0,0,78.0
632,0,0,0,80.0
633,0,0,0,81.0
634,0,0,0,81.0
635,0,0,0,81.0
636,0,0,0,79.0
637,0,0,0,77.0
638,0,0,0,71.0
639,0,0,0,70.0
640,0,0,0,69.0
641,0,0,0,68.0
642,7,0,8,68.0
643,34,15,35,67.0
644,46,0,16,68.0
645,32,0,29,68.0
646,18,0,0,67.0
647,14,5,31,67.0
648,5,0,49,67.0
649,22,1,28,67.0
650,19,0,16,67.0
651,20,0,0,68.0
652,0,0,5,68.0
653,0,4,25,68.0
654,0,0,0,68.0
655,0,0,0,68.0
656,0,0,6,67.0
657,0,0,0,69.0
658,0,0,0,69.0
659,7,0,24,69.0
660,4,0,14,70.0
661,11,0,19,71.0
662,4,0,4,72.0
663,0,0,5,72.0
664,0,0,0,72.0
665,4,0,18,67.0
666,11,0,28,67.0
667,5,13,60,66.0
668,28,7,45,67.0
669,31,2,15,67.0
670,0,0,29,67.0
671,0,0,5,67.0
672,0,0,0,68.0
673,0,0,0,67.0
674,0,0,0,68.0
675,0,0,0,68.0
676,0,0,0,67.0
677,0,0,0,67.0
678,0,0,0,68.0
679,28,0,0,68.0
680,26,31,5,68.0
681,38,7,13,68.0
682,6,0,8,69.0
683,30,3,20,69.0
684,4,0,0,70.0
685,0,0,0,70.0
686,0,0,0,70.0
687,20,5,11,70.0
688,21,0,9,70.0
689,6,0,0,69.0
690,33,2,24,69.0
691,0,0,0,73.0
692,0,0,0,73.0
693,0,0,0,71.0
694,0,0,0,71.0
695,0,0,0,70.0
696,0,0,0,70.0
697,0,0,0,70.0
698,0,0,0,70.0
699,0,0,0,70.0
700,0,0,0,71.0
701,0,0,0,72.0
702,0,0,0,71.0
703,0,0,0,71.0
704,9,9,15,71.0
705,0,2,4,71.0
706,4,0,12,71.0
707,0,0,16,72.0
708,0,2,11,72.0
709,0,0,0,72.0
710,0,0,0,71.0
711,0,0,0,71.0
712,0,0,0,71.0
713,0,0,0,71.0
714,0,0,0,71.0
715,0,0,0,71.0
716,0,0,0,70.0
717,0,0,0,68.0
718,0,0,0,68.0
719,0,0,0,69.0
720,14,0,0,69.0
721,7,0,7,69.0
722,3,0,0,68.0
723,10,0,0,66.0
724,17,0,3,65.0
725,9,0,0,65.0
726,0,2,0,65.0
727,11,0,0,64.0
728,0,0,0,63.0
729,0,0,0,63.0
730,54,58,41,63.0
731,107,59,103,63.0
732,80,61,87,63.0
733,118,86,97,63.0
734,153,44,66,63.0
735,14,8,7,63.0
736,0,0,0,63.0
737,0,0,0,64.0
738,0,0,0,65.0
739,0,0,0,68.0
740,0,0,0,68.0
741,0,0,0,69.0
742,0,0,0,69.0
743,0,0,0,69.0
744,0,0,0,69.0
745,0,0,0,67.0
746,0,0,0,66.0
747,0,0,0,66.0
748,0,0,0,66.0
749,0,0,0,65.0
750,0,0,0,65.0
751,0,0,0,64.0
752,0,0,0,64.0
753,0,0,0,64.0
754,0,0,0,63.0
755,0,0,0,63.0
