timestep,axis1,axis2,axis3,hr
0,55,39,133,93.0
1,0,0,33,93.0
2,0,0,0,15.0
3,4,1,7,94.0
4,58,42,31,94.0
5,16,1,47,94.0
6,11,0,39,94.0
7,16,39,64,94.0
8,21,31,61,94.0
9,0,0,0,90.0
10,0,0,0,87.0
11,0,0,0,84.0
12,0,0,0,83.0
13,0,0,0,83.0
14,0,0,0,82.0
15,0,0,0,82.0
16,0,0,0,82.0
17,0,0,0,82.0
18,0,0,0,83.0
19,0,0,0,84.0
20,0,0,0,84.0
21,0,0,0,85.0
22,0,0,0,86.0
23,0,0,0,86.0
24,3,0,0,86.0
25,36,36,6,86.0
26,14,16,0,85.0
27,26,4,39,85.0
28,0,86,87,86.0
29,58,62,144,86.0
30,46,69,119,87.0
31,73,153,46,88.0
32,0,9,0,90.0
33,0,38,0,90.0
34,16,2,14,90.0
35,64,83,88,90.0
36,18,93,43,91.0
37,19,16,0,91.0
38,53,27,0,91.0
39,50,14,10,92.0
40,24,0,0,93.0
41,0,0,0,92.0
42,0,0,1,91.0
43,41,0,4,90.0
44,0,0,0,87.0
45,0,0,0,86.0
46,0,0,0,84.0
47,0,0,0,83.0
48,0,0,0,82.0
49,0,0,0,82.0
50,28,19,0,81.0
51,23,15,28,80.0
52,79,46,43,80.0
53,143,76,15,79.0
54,35,179,94,79.0
55,35,45,70,79.0
56,25,47,51,79.0
57,125,6,43,79.0
58,34,14,38,82.0
59,58,0,0,93.0
60,91,31,16,94.0
61,46,0,7,95.0
62,76,0,13,96.0
63,150,96,59,96.0
64,38,22,34,96.0
65,45,42,55,96.0
66,56,127,84,94.0
67,88,77,58,94.0
68,137,69,50,95.0
69,86,74,21,95.0
70,70,19,16,95.0
71,42,98,64,96.0
72,19,42,92,97.0
73,60,97,232,97.0
74,74,6,45,96.0
75,13,0,57,96.0
76,40,0,1,96.0
77,0,0,0,96.0
78,0,0,0,95.0
79,0,0,0,94.0
80,0,0,0,94.0
81,17,51,31,93.0
82,71,161,76,92.0
83,5,131,125,92.0
84,50,80,47,91.0
85,22,21,35,91.0
86,0,0,0,88.0
87,0,0,0,85.0
