timestep,axis1,axis2,axis3,hr
0,0,0,8,171.0
1,43,43,64,171.0
2,16,2,53,171.0
3,0,0,0,84.0
4,0,0,0,84.0
5,0,0,0,80.0
6,0,0,0,79.0
7,0,0,0,75.0
8,0,6,0,75.0
9,0,0,0,75.0
10,53,111,46,75.0
11,35,8,14,76.0
12,28,36,18,78.0
13,74,54,6,79.0
14,28,140,86,79.0
15,25,5,19,79.0
16,11,66,9,79.0
17,0,27,3,80.0
18,0,10,14,80.0
19,0,19,76,80.0
20,20,0,37,81.0
21,5,0,11,81.0
22,0,0,18,81.0
23,0,0,0,81.0
24,0,0,0,81.0
25,0,0,0,81.0
26,0,0,0,90.0
27,0,0,0,90.0
28,20,0,58,85.0
29,0,0,22,83.0
30,0,0,12,83.0
31,0,7,12,83.0
32,11,6,50,83.0
33,0,0,4,83.0
34,0,0,0,83.0
35,0,0,0,83.0
36,0,0,0,73.0
37,0,0,0,73.0
38,0,0,0,73.0
39,0,0,0,73.0
40,0,0,0,73.0
41,0,0,0,81.0
42,121,79,70,81.0
43,64,62,61,81.0
44,26,52,19,82.0
45,134,218,125,82.0
46,138,82,85,83.0
47,66,23,31,83.0
48,9,0,2,84.0
49,0,0,0,85.0
50,0,0,0,85.0
51,0,0,0,86.0
52,0,0,0,86.0
53,0,0,0,88.0
54,0,0,0,87.0
55,107,150,76,86.0
56,48,81,35,86.0
57,7,84,51,86.0
58,70,105,18,85.0
59,55,96,71,84.0
60,28,54,154,82.0
61,156,79,193,81.0
62,51,4,47,80.0
63,0,12,0,84.0
64,0,1,0,86.0
65,56,27,2,86.0
66,28,34,0,85.0
67,26,36,2,83.0
68,49,0,0,83.0
69,0,0,0,83.0
70,10,0,0,85.0
71,26,22,11,85.0
72,6,5,0,85.0
73,20,0,0,89.0
74,29,0,0,86.0
75,0,0,0,85.0
76,0,0,0,84.0
77,5,2,7,83.0
78,109,108,115,83.0
79,140,154,59,83.0
80,53,139,43,82.0
81,69,98,61,81.0
82,79,56,48,81.0
83,140,44,186,81.0
84,204,42,108,82.0
85,7,1,108,84.0
86,41,31,79,85.0
87,64,103,32,87.0
88,113,45,57,87.0
89,104,69,96,87.0
90,70,136,26,91.0
91,114,39,43,91.0
92,100,134,86,91.0
93,142,156,128,91.0
94,215,110,98,91.0
95,91,69,63,91.0
96,62,16,68,91.0
97,5,18,0,91.0
98,47,26,38,91.0
99,360,272,61,91.0
100,80,101,44,91.0
101,76,83,0,90.0
102,38,11,0,90.0
103,244,192,63,90.0
104,130,141,74,89.0
105,70,81,0,89.0
106,0,35,0,86.0
107,9,0,0,86.0
108,33,95,20,87.0
109,63,20,117,87.0
110,72,222,130,85.0
111,46,75,10,84.0
112,5,15,29,83.0
113,38,0,23,82.0
114,28,0,23,83.0
115,14,24,37,84.0
116,23,13,61,84.0
117,192,287,41,83.0
118,130,129,29,82.0
119,182,433,43,82.0
120,42,119,11,82.0
121,7,69,0,84.0
122,0,10,0,86.0
123,85,54,1,87.0
124,84,369,80,87.0
125,67,168,35,87.0
126,17,40,78,87.0
127,24,22,30,87.0
128,19,0,5,84.0
129,0,0,0,81.0
130,74,10,23,81.0
131,204,185,86,81.0
132,81,107,45,81.0
133,29,43,57,81.0
134,10,1,5,82.0
135,0,0,0,82.0
136,18,19,0,82.0
137,16,19,0,82.0
138,10,0,0,83.0
139,0,0,0,82.0
140,0,0,0,82.0
141,5,26,0,83.0
142,8,40,0,83.0
143,0,38,0,83.0
144,48,63,64,85.0
145,20,64,38,85.0
146,12,26,11,85.0
147,0,0,0,85.0
148,0,0,0,85.0
149,0,0,0,84.0
150,0,0,0,83.0
151,0,0,0,82.0
152,28,11,12,81.0
153,8,7,5,81.0
154,26,73,44,81.0
155,214,199,125,81.0
156,43,125,28,82.0
157,85,110,56,83.0
158,80,158,87,84.0
159,105,70,43,83.0
160,105,47,22,83.0
161,60,115,81,83.0
162,41,38,9,83.0
163,0,39,15,84.0
164,0,0,0,85.0
165,0,0,0,86.0
166,6,0,5,87.0
167,6,0,0,88.0
168,9,1,1,88.0
169,94,89,124,87.0
170,95,90,118,87.0
171,0,2,45,85.0
172,0,2,11,86.0
173,0,0,0,85.0
174,0,0,0,85.0
175,17,42,18,84.0
176,60,32,27,84.0
177,26,0,2,85.0
178,0,0,0,85.0
179,0,0,0,84.0
180,86,0,92,83.0
181,126,4,138,80.0
182,0,0,0,79.0
183,0,0,0,78.0
184,0,0,0,78.0
185,0,0,0,79.0
186,0,0,0,78.0
187,0,0,0,78.0
188,0,0,0,78.0
189,0,0,0,78.0
190,0,0,0,77.0
191,75,69,72,77.0
192,86,110,40,76.0
193,0,77,26,77.0
194,0,19,0,78.0
195,0,0,0,79.0
196,0,0,0,79.0
197,0,0,0,79.0
198,0,0,0,78.0
199,0,0,0,79.0
200,0,0,0,79.0
201,0,0,0,77.0
202,0,0,0,77.0
203,0,0,0,76.0
204,0,0,0,77.0
205,0,0,0,77.0
206,0,0,0,77.0
207,0,0,0,77.0
208,5,0,0,75.0
209,6,0,0,75.0
210,0,0,0,74.0
211,0,0,0,74.0
212,14,0,0,73.0
213,0,0,0,73.0
214,0,0,0,72.0
215,33,0,0,72.0
216,42,0,0,72.0
217,55,18,5,73.0
218,77,28,27,73.0
219,19,1,2,75.0
220,2,0,0,78.0
221,11,0,0,77.0
222,0,0,0,76.0
223,0,0,0,75.0
224,0,0,0,75.0
225,0,0,0,75.0
226,0,0,0,75.0
227,0,0,0,75.0
228,0,0,0,77.0
229,0,0,0,77.0
230,0,0,0,76.0
231,0,0,0,75.0
232,0,0,0,74.0
233,0,0,0,74.0
234,0,0,15,74.0
235,0,6,0,73.0
236,0,0,0,73.0
237,0,0,0,74.0
238,0,0,0,74.0
239,0,0,0,74.0
240,21,3,26,74.0
241,0,0,0,75.0
242,0,0,0,75.0
243,0,0,0,74.0
244,0,0,0,74.0
245,0,0,0,74.0
246,0,0,0,75.0
247,0,0,0,76.0
248,0,0,0,75.0
249,0,0,0,75.0
250,0,0,0,74.0
251,0,0,0,75.0
252,0,0,0,74.0
253,0,0,0,74.0
254,0,0,0,75.0
255,0,0,0,77.0
256,0,0,0,77.0
257,0,0,0,77.0
258,0,0,0,77.0
259,0,0,0,76.0
260,0,0,0,76.0
261,0,0,0,75.0
262,8,0,0,74.0
263,44,0,19,74.0
264,198,110,137,74.0
265,109,58,21,75.0
266,38,14,52,74.0
267,0,0,10,74.0
268,0,0,0,75.0
269,2,6,32,76.0
270,0,0,0,77.0
271,30,17,25,78.0
272,92,2,120,77.0
273,48,6,60,76.0
274,44,72,42,74.0
275,18,17,0,73.0
276,0,0,0,73.0
277,0,0,0,74.0
278,9,4,1,74.0
279,0,0,0,71.0
280,0,0,0,72.0
281,0,0,0,72.0
282,0,0,0,75.0
283,1,0,0,76.0
284,8,0,0,77.0
285,0,0,0,76.0
286,0,0,0,76.0
287,0,0,0,75.0
288,0,0,0,75.0
289,0,0,0,74.0
290,0,0,0,73.0
291,0,0,0,74.0
292,0,0,0,74.0
293,0,0,0,75.0
294,0,0,0,74.0
295,0,0,0,74.0
296,0,0,0,74.0
297,0,0,0,74.0
298,0,0,0,74.0
299,0,0,0,73.0
300,0,0,0,73.0
301,0,0,0,73.0
302,0,0,0,72.0
303,0,0,0,72.0
304,0,0,0,73.0
305,0,0,0,74.0
306,0,0,0,71.0
307,0,0,0,71.0
308,0,0,0,71.0
309,0,0,0,73.0
310,0,0,0,74.0
311,0,0,0,74.0
312,0,0,0,73.0
313,0,0,0,73.0
314,0,0,0,73.0
315,69,0,8,74.0
316,111,0,9,73.0
317,4,0,0,72.0
318,0,0,0,71.0
319,0,0,0,70.0
320,0,0,0,69.0
321,0,0,0,70.0
322,0,0,0,70.0
323,0,0,0,70.0
324,30,0,0,70.0
325,0,0,0,69.0
326,0,0,0,70.0
327,0,0,0,71.0
328,0,0,0,71.0
329,0,0,0,70.0
330,0,0,0,70.0
331,3,0,0,69.0
332,0,0,0,69.0
333,0,0,0,70.0
334,4,0,0,69.0
335,21,0,0,68.0
336,6,0,0,68.0
337,0,0,0,69.0
338,0,0,0,69.0
339,0,0,0,71.0
340,0,0,0,74.0
341,0,0,0,75.0
342,0,0,0,76.0
343,0,0,0,77.0
344,0,0,0,77.0
345,0,0,0,77.0
346,0,0,0,77.0
347,0,0,0,77.0
