timestep,axis1,axis2,axis3,hr
0,77,140,64,71.0
1,65,137,48,73.0
2,78,51,34,73.0
3,138,198,21,73.0
4,36,50,21,73.0
5,77,196,80,73.0
6,185,180,137,73.0
7,99,116,64,73.0
8,10,51,26,73.0
9,102,99,140,81.0
10,50,73,37,81.0
11,33,0,50,81.0
12,0,0,4,81.0
13,0,0,0,81.0
14,0,13,0,81.0
15,0,0,0,81.0
16,0,0,0,81.0
17,75,7,0,82.0
18,16,15,0,81.0
19,26,0,0,81.0
20,0,4,0,81.0
21,33,0,43,82.0
22,0,0,25,82.0
23,12,2,2,82.0
24,48,56,47,82.0
25,4,0,1,83.0
26,0,0,0,83.0
27,2,0,22,83.0
28,6,23,88,83.0
29,27,37,148,83.0
30,23,22,141,83.0
31,13,60,125,83.0
32,165,139,74,83.0
33,31,69,4,84.0
34,0,39,0,85.0
35,0,0,0,86.0
36,36,236,122,86.0
37,12,76,79,88.0
38,40,92,52,88.0
39,32,8,34,89.0
40,97,232,93,89.0
41,27,125,88,87.0
42,41,61,133,87.0
43,34,23,122,88.0
44,57,108,27,88.0
45,7,66,0,88.0
46,0,19,0,88.0
47,0,0,0,89.0
48,145,173,273,87.0
49,106,29,65,85.0
50,0,6,80,85.0
51,0,0,39,85.0
52,0,0,0,82.0
53,0,0,0,82.0
54,10,0,0,82.0
55,4,14,7,82.0
56,118,144,169,81.0
57,56,23,88,81.0
58,43,19,0,82.0
59,61,149,10,83.0
60,67,226,48,84.0
61,22,129,24,85.0
62,60,87,77,85.0
63,26,51,34,85.0
64,7,0,17,85.0
65,41,38,39,85.0
66,73,99,47,85.0
67,124,32,128,84.0
68,106,12,58,83.0
69,51,4,16,83.0
70,48,0,0,83.0
71,6,0,0,83.0
72,114,0,271,84.0
73,21,0,112,84.0
74,61,0,71,84.0
75,68,79,45,73.0
76,34,26,17,72.0
77,0,15,0,73.0
78,2,3,0,74.0
79,13,13,20,75.0
80,72,36,52,75.0
81,19,0,21,75.0
82,61,23,58,76.0
83,12,0,0,78.0
84,1,0,16,79.0
85,16,3,54,80.0
86,13,0,5,80.0
87,36,17,29,80.0
88,33,17,76,80.0
89,50,5,29,80.0
90,43,2,4,80.0
91,4,0,11,81.0
92,47,57,96,81.0
93,30,0,20,82.0
94,68,2,17,82.0
95,35,74,72,83.0
96,77,163,160,83.0
97,34,19,69,84.0
98,34,90,31,85.0
99,120,51,259,85.0
100,106,33,111,86.0
101,6,9,79,85.0
102,141,75,205,87.0
103,41,37,86,86.0
104,52,36,317,86.0
105,70,58,81,86.0
106,135,48,90,85.0
107,30,59,3,85.0
108,102,24,49,85.0
109,49,9,6,84.0
110,37,0,0,83.0
111,13,9,1,83.0
112,31,14,16,82.0
113,1,0,0,81.0
114,5,0,0,80.0
115,0,1,0,79.0
116,45,76,38,78.0
117,79,76,0,77.0
118,66,44,46,77.0
119,64,33,36,77.0
120,7,4,0,78.0
121,0,0,0,79.0
122,1,0,0,80.0
123,53,47,0,80.0
124,1,20,0,82.0
125,0,2,0,83.0
126,0,0,0,84.0
127,0,0,0,84.0
128,0,0,0,84.0
129,66,62,46,74.0
130,58,0,61,74.0
131,82,81,156,75.0
132,39,127,115,76.0
133,61,31,67,76.0
134,19,9,3,76.0
135,0,2,19,76.0
136,0,10,0,78.0
137,21,49,0,79.0
138,0,23,0,79.0
139,0,0,0,81.0
140,0,0,0,83.0
141,0,0,0,83.0
142,0,0,0,84.0
143,0,0,0,84.0
144,0,0,0,84.0
145,8,3,10,81.0
146,4,0,22,79.0
147,0,10,0,76.0
148,0,0,0,75.0
149,0,0,0,73.0
150,0,0,0,73.0
151,0,12,16,73.0
152,12,26,40,73.0
153,7,22,18,73.0
154,24,0,14,73.0
155,7,23,5,73.0
156,70,28,67,78.0
157,81,85,23,79.0
158,33,67,22,79.0
159,0,24,0,80.0
160,0,0,0,82.0
161,0,0,0,82.0
162,0,0,0,82.0
163,0,0,0,82.0
164,0,0,0,80.0
165,0,0,0,78.0
166,0,0,0,77.0
167,0,0,0,75.0
168,0,0,0,73.0
169,0,0,0,71.0
170,0,0,0,70.0
171,0,0,0,70.0
172,0,0,0,70.0
173,0,0,0,70.0
174,0,0,0,71.0
175,0,0,0,72.0
176,0,0,0,72.0
177,0,0,0,73.0
178,0,0,0,73.0
179,0,0,0,74.0
180,0,0,0,74.0
181,0,0,0,74.0
182,0,0,0,74.0
183,0,0,0,76.0
184,0,0,0,76.0
185,0,0,0,76.0
186,0,0,0,76.0
187,0,0,0,76.0
188,0,0,0,75.0
189,0,0,0,73.0
190,0,0,0,71.0
191,20,77,67,70.0
192,0,9,14,69.0
193,7,3,54,69.0
194,18,20,34,69.0
195,2,16,4,69.0
196,14,18,151,69.0
197,38,18,106,69.0
198,73,67,82,70.0
199,60,94,80,70.0
