timestep,axis1,axis2,axis3,hr
0,14,13,134,93.0
1,34,0,59,93.0
2,65,15,173,94.0
3,35,17,110,94.0
4,62,14,191,93.0
5,71,26,85,92.0
6,33,5,91,92.0
7,11,0,76,92.0
8,42,19,124,91.0
9,26,0,12,91.0
10,88,33,76,92.0
11,57,50,191,92.0
12,17,29,37,93.0
13,39,157,91,94.0
14,22,49,14,94.0
15,28,51,15,96.0
16,0,7,0,96.0
17,0,0,0,95.0
18,0,0,0,95.0
19,0,0,1,94.0
20,39,4,79,92.0
21,39,6,28,91.0
22,41,10,10,90.0
23,48,3,0,90.0
24,25,0,0,92.0
25,0,0,0,92.0
26,14,0,3,93.0
27,13,157,98,99.0
28,200,141,95,99.0
29,111,84,55,99.0
30,193,82,206,173.0
31,90,111,83,98.0
32,23,45,67,100.0
33,34,13,40,99.0
34,55,16,31,96.0
35,12,13,0,95.0
36,0,0,0,93.0
37,0,0,0,93.0
38,0,0,0,93.0
39,0,0,0,91.0
40,0,0,0,90.0
41,0,0,0,90.0
42,0,0,0,90.0
43,19,47,8,90.0
44,14,5,0,90.0
45,0,0,0,89.0
46,149,88,249,88.0
47,93,141,150,87.0
48,51,123,127,85.0
49,25,48,123,85.0
50,22,62,82,86.0
51,39,15,93,87.0
52,28,63,72,88.0
53,26,53,96,89.0
54,41,11,113,90.0
55,25,5,29,91.0
56,31,0,82,93.0
57,46,57,227,87.0
58,11,38,159,88.0
59,50,42,180,88.0
60,99,0,166,88.0
61,17,0,68,89.0
62,0,56,5,90.0
63,0,30,7,91.0
64,24,0,32,92.0
65,18,17,54,92.0
66,11,21,59,92.0
67,5,12,79,92.0
68,3,2,46,92.0
69,0,0,18,89.0
70,0,0,21,87.0
71,49,18,51,86.0
72,65,24,121,86.0
73,55,0,87,86.0
74,40,0,43,87.0
75,73,20,100,87.0
76,37,51,113,86.0
77,2,33,47,85.0
78,54,74,80,85.0
79,18,105,30,85.0
80,0,67,2,86.0
81,0,15,0,87.0
82,0,0,0,86.0
83,0,0,0,86.0
84,86,88,201,84.0
85,75,33,276,84.0
86,36,7,49,84.0
87,16,67,80,85.0
88,0,23,33,86.0
89,0,4,0,87.0
90,0,31,45,87.0
91,18,61,46,87.0
92,0,22,29,87.0
93,31,21,33,87.0
94,24,16,58,88.0
95,21,1,30,88.0
96,49,1,44,89.0
97,25,23,38,88.0
98,28,66,30,87.0
99,6,25,16,85.0
100,116,224,40,84.0
101,38,68,15,84.0
102,0,68,42,85.0
103,6,18,34,85.0
104,127,229,91,85.0
105,38,78,88,85.0
106,108,196,164,85.0
107,25,63,105,86.0
108,160,23,102,86.0
109,190,76,173,86.0
110,173,171,114,85.0
111,22,31,2,88.0
112,9,49,33,88.0
113,0,2,23,87.0
114,28,17,70,86.0
115,69,117,246,85.0
116,5,66,58,85.0
117,81,64,64,85.0
118,100,34,96,86.0
119,33,22,77,87.0
120,100,32,149,88.0
121,56,49,125,87.0
122,59,62,129,86.0
123,0,0,46,85.0
